,Index,Family,Genus,Scientific Name,Japanese Name,Other Name,Western Name,Derivation,Season,In Bloom,Signifies,Search Names,Variants,青（ムーンダスト）,ドラセナ・フラグランス（幸福の木）,青,トゲ,ヒメユリ,黄,クルマユリ,プリムラ・シネンシス,ジャーマンアイリス,ササユリ,カノコユリ,プリムラ・オブコニカ,葉,カサブランカ,ハゴロモジャスミン,白いつぼみ,シダレヤナギ,ソメイヨシノ,ドラセナ・サンデリアーナ（ミリオンバンブー）,実,四つ葉,オニユリ,オレンジ,サトザクラ、ヤエザクラ,ピンク,シダレザクラ,ハナショウブ,プリムラ・ポリアンサ,プリムラ・マラコイデス,ヤマユリ,赤,赤いつぼみ,スカシユリ,白,クチベニズイセン,テッポウユリ,紫,ラッパスイセン,緋色,ドラセナ・コンシンネ,花,赤・ピンク,ロベリア・カーディナリス,フユザクラ,カンザクラ,木,ギンモクセイ,プリムラ・ジュリアン,デンファレ,ネコヤナギ,ヤマザクラ,カキツバタ
キリ,84,ゴマノハグサ科,キリ属,Paulownia tomentosa,桐（キリ）,[],"['Empress tree, Foxglove tree, Princess tree']",属名の学名「Paulownia（ポウロウニア）」は、江戸時代に長崎オランダ商館の医官として滞在したドイツの博物学者 シーボルト（1796～1866）がオランダ王妃アンナ・パヴロヴナ（Anna Paulowna / 1795～1865）に献名したものです。アンナ・パヴロヴナはシーボルトを資金面で支援したといわれます。和名の桐（キリ）の由来は諸説あり、キリは切ってもすぐに芽をだして成長するため「切る（きる）」が転訛したともいわれます。英語では「Empress tree（女帝/皇后の木）」「Foxglove tree（狐の手袋の木）」「Princess tree（王女の木）」と呼ばれます。,春,['4月～5月'],['高尚'],"['桐', 'きり', 'キリ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
デイジー,191,キク科,ヒナギク属,Bellis perennis,雛菊（ヒナギク）,['デイジー、デージー、延命菊（エンメイギク）、長命菊（チョウメイギク）、時知らず（トキシラズ）'],"['English daisy, Common daisy']",花名のデイジー（Daisy）は、「day’s eye（デイズアイ）」（日の眼）が語源で、太陽の光がさすと花を開いて金色の花芯を見せ、夜や曇りの日には花をすぼめる性質にちなみます。日本には明治初期に渡来し、小さくてかわいらしい菊と形容され、雛菊（ヒナギク）と名づけられました。また、花期が長いことから延命菊（エンメイギク）とも呼ばれています。,早春,['2月～5月'],['純潔'],"['長命菊', 'チョウメイキク', 'ときしらず', 'えんめいきく', 'デージー', 'でーじー', 'エンメイギク', 'デイジー', 'えんめいぎく', 'エンメイキク', '雛菊', 'ちょうめいきく', '時知らず', 'ヒナギク', 'トキシラズ', 'チョウメイギク', 'ちょうめいぎく', '延命菊', 'ひなぎく', 'でいじー']","['≪赤≫「無意識」', '≪白≫「無邪気」']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['無意識'],[''],[''],['無邪気'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ナズナ,206,アブラナ科,ナズナ属,Capsella bursa-pastoris,薺（ナズナ）,['ぺんぺん草（ペンペングサ）、三味線草（シャミセングサ）'],['Shepherd’s purse'],ナズナの花名の由来は諸説あり、夏になると枯れることから「夏無（なつな）」を語源とする説、撫でたいほどのかわいい花から「撫菜（なでな）」を語源とする説などがあります。別名のぺんぺん草は、「ぺんぺん」が三味線を弾く擬音語で、実の形が三味線のバチに似ていることに由来するといわれます。また、実の部分を少し引っ張り、くるくる回すとぺんぺんと音がすることにちなむともいわます。西洋では実の形から「Shepherd’s purse（羊飼いの財布）」と呼ばれています。,冬～春,['2月～5月'],['あなたに私のすべてを捧げます'],"['ペンペンクサ', 'しゃみせんくさ', '薺', 'しゃみせんぐさ', 'ナズナ', 'なずな', 'ペンペングサ', 'ぺんぺんぐさ', '三味線草', 'シャミセンクサ', 'ぺんぺん草', 'シャミセングサ', 'ぺんぺんくさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
グラジオラス,89,アヤメ科,グラジオラス属,Gladiolus spp.,グラジオラス,['唐菖蒲（トウショウブ）、オランダ菖蒲（オランダアヤメ）'],"['Gladiolus, Sword lily']",属名の学名「Gladiolus（グラジオラス）」は、ラテン語の「gladius（剣）」を語源とし、葉の形が剣に似ていることにちなみます。アヤメ科の植物で、唐菖蒲（トウショウブ）やオランダ菖蒲（オランダアヤメ）とも呼ばれます。英語ではその葉の形から「Sword lily（剣のユリ）」ともいいます。,夏～秋,['6月～10月'],['密会'],"['オランダアヤメ', 'おらんだあやめ', 'オランダショウブ', 'おらんだしょうぶ', 'とうしょうぶ', '唐菖蒲', 'オランダ菖蒲', 'ぐらじおらす', 'トウショウブ', 'グラジオラス']","['≪赤≫「堅固」「用心深い」', '≪ピンク≫「たゆまぬ努力」「ひたむきな愛」「満足」', '≪紫≫「情熱的な恋」']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],"['たゆまぬ努力', 'ひたむきな愛', '満足']",[''],[''],[''],[''],[''],"['堅固', '用心深い']",[''],[''],[''],[''],[''],['情熱的な恋'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ダリア,178,キク科,ダリア属,Dahlia spp.,天竺牡丹（テンジクボタン）,['ダリア'],['Dahlia'],属名の学名「Dahlia（ダリア）」花名は、スウェーデンの植物学者アンデシュ・ダール（Anders Dahl / 1751～1789）の名前にちなみます。日本には江戸時代（1842年）にオランダ人によってもたらされ、花姿がボタンに似ているため天竺牡丹（テンジクボタン）と名づけられています。天竺はインドであり、初期にはインドからきた花であると思われていたようです。英語でも学名のまま「Dahlia（ダリア）」と呼ばれます。,初夏～秋,['7月～10月'],['華麗'],"['ダリア', 'てんじくぼたん', 'テンジクボタン', 'だりあ', '天竺牡丹']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
シュウメイギク,142,キンポウゲ科,イチリンソウ属,Anemone hupehensis,秋明菊（シュウメイギク）,['貴船菊（キブネギク）'],['Japanese anemone'],花名の秋明菊（シュウメイギク）は、秋にキクに似た明るい花を咲かせることにちなみます。実際にはキク科ではなく、キンポウゲ科の植物です。シュウメイギクはとくに京都市北部の貴船に多く見られることから貴船菊（キブネギク）の別名もあります。シュウメイギクはアネモネの仲間（イチリンソウ属）です。中国が原産で日本へは古い時代に渡来し、各地に帰化しています。英語では「Japanese anemone（日本のアネモネ）」と呼ばれています。,秋,['9月～11月'],['薄れゆく愛'],"['しゅうめいぎく', 'キフネキク', 'シュウメイギク', '貴船菊', 'きぶねぎく', 'キブネギク', 'きふねきく', 'シュウメイキク', '秋明菊', 'しゅうめいきく']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
アジアンタム,10,ホウライシダ科,ホウライシダ属,Adiantum raddianum,唐草蓬莱羊歯（カラクサホウライシダ）,['アジアンタム'],"['Maidenhair fern, Delta maidenhair']",属名の学名「Adiantum（アジアンタム）」は、ギリシア語の「a（無）」と「dianotos（濡れる）」の合成語で「濡れない」を意味し、葉が水をはじくことにちなみます。英語では「Maidenhair fern（乙女の毛のシダ）」と呼ばれます。,周年,[],['天真爛漫'],"['唐草蓬莱羊歯', 'あじあんたむ', 'アジアンタム', 'カラクサホウライシダ', 'からくさほうらいしだ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ムラサキシキブ,330,シソ科,ムラサキシキブ属,Callicarpa japonica,紫式部（ムラサキシキブ）,['実紫（ミムラサキ）'],"['Japanese beautyberry, East Asian beautyberry']",属名の学名「Callicarpa（カリカルパ）」は、ギリシア語の「callos（美しい）」と「carpos（果実）」が語源となり、果実が美しく熟すことにちなみます。和名の「紫式部（ムラサキシキブ）」は、紫色の実の清楚な美しさを、『源氏物語』の作者である紫式部（平安時代中期の1000年頃の人物）にたとえたといわれます。また、もともとは紫色の実がたくさんなるという意味の「紫敷き実（ムラサキシキミ）」と呼ばれていたものがムラサキシキブに変化したともいわれます。日本原産の植物であるため、英語では「Japanese beautyberry（日本のカリカルパ）」と呼ばれます。,夏（花）、秋（実）,['6月～7月'],['聡明'],"['むらさきしきぶ', 'みむらさき', '実紫', '紫式部', 'ムラサキシキブ', 'ミムラサキ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
トケイソウ,198,トケイソウ科,トケイソウ属,Passiflora caerulea,時計草（トケイソウ）,['梵論葛（ボロンカズラ）'],['Passion flower'],花名の「時計草（トケイソウ）」は、独特な花の形が時計のように見えることに由来します（3つに分裂しためしべが時計の長針、短針、秒針のように見える）。トケイソウの英名「Passion flower」の “passion” は「情熱」の意味ではなく、キリストの「受難」を意味します。イエズス会の宣教師らによってラテン語で “flos passionis” と呼ばれていたことに由来します。,夏,['5月～10月（種類により異なる）'],['聖なる愛'],"['トケイクサ', '時計草', 'ボロンカズラ', '梵論葛', 'とけいそう', 'ボロクズ', 'とけいくさ', 'ぼろんかずら', 'ぼろくず', 'トケイソウ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ディモルフォセカ,192,キク科,アフリカキンセンカ属,Dimorphotheca sinuata,アフリカ金盞花（アフリカキンセンカ）,['ディモルフォセカ'],"['Cape marigold, Dimorphotheca']",属名の学名「Dimorphotheca（ディモルフォセカ）」は、ギリシア語の「dimorhos（2つの形）」と「theca（箱）」が語源となり、形が異なる2種類のタネ（角張っているタネと薄い円盤状のタネ）があることに由来します。和名のアフリカ金盞花（キンセンカ）は、この植物が南アフリカ原産で花姿がキンセンカに似ていることにちなみます。英語では「Cape marigold（ケープのマリーゴールド）」などと呼ばれます。,早春～初夏,['2月～6月'],['富'],"['あふりかきんせんか', 'アフリカキンセンカ', 'ディモルフォセカ', 'アフリカ金盞花', 'あふりかきんせんはな', 'アフリカキンセンハナ', 'でぃもるふぉせか']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ノースポール,222,キク科,キク属,Chrysanthemum paludosum,ノースポール,"['クリサンセマム・ノースポール、クリサンセマム・パルドーサム', '薩摩空木（サツマウツギ）、麩空木（フスマウツギ）']","['Mini marguerite, Snow daisy, North Pole', 'Satsuma mock orange']",属名の学名「Chrysanthemum（クリサンセマム）」は、ギリシア語の「chrysos（黄金）」と「anthemon（花）」が語源になります。ノースポールはサカタのタネ社の商品名ですが、一般名としても定着しています。株全体を白くおおうように花を咲かせる姿が北極（ノースポール）の白い大地を連想させることにちなみます。英語ではマーガレットに似ていることから「Mini marguerite（小型のマーガレット）」や「Snow daisy（雪のデイジー）」などと呼ばれます。,冬～初夏,"['12月～6月', '6月～7月']",['誠実'],"['フウツギ', 'サツマウツギ', '麩空木', 'くりさんせまむ・ぱるどーさむ', 'クリサンセマム・ノースポール', 'ノースポール', 'フスマウツギ', 'ふうつぎ', 'のーすぽーる', 'さつまうつぎ', 'クリサンセマム・パルドーサム', 'くりさんせまむ・のーすぽーる', '薩摩空木', 'ふすまうつぎ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ブルーデイジー,276,キク科,ルリヒナギク属,Felicia amelloides,瑠璃雛菊（ルリヒナギク）,['ブルーデージー'],"['Blue daisy, Blue marguerite']",属名の学名「Felicia（フェリシア）」は、ラテン語の「felix（恵まれている）」が語源で、花の形や花数が多いことに由来するともいわれます。英語では「Blue daisy（ブルーデイジー）」や「Blue marguerite（ブルーマーガレット）」と呼ばれますが、本種はデイジー（ヒナギク属）やマーガレット（モクシュンギク属）とは違うルリヒナギク属の植物です。,春、冬,['3月～5月、10月～12月'],['恵まれている'],"['ルリヒナギク', 'ぶるーでーじー', 'るりひなぎく', 'ブルーデージー', '瑠璃雛菊']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
サワギキョウ,122,キキョウ科,ミゾカクシ属,Lobelia sessilifolia,沢桔梗（サワギキョウ）,['丁字菜（チャウジナ）'],[],属名の学名「Lobelia（ロベリア）」は、フランドルの医師、植物学者マティアス・デ・ロベル（Matthias de l’Obel / 1538～1616）の名前にちなみます。和名の「沢桔梗（サワギキョウ）」は、キキョウの仲間で高原の湿地や水辺に生えることに由来します。別名では「丁字菜（チャウジナ）」と呼ばれます。,晩夏～初秋,['8月～9月'],['高貴'],"['ていじな', 'さわききょう', 'ちゃうじな', 'テイジナ', '沢桔梗', 'サワギキョウ', '丁字菜', 'さわぎきょう', 'サワキキョウ', 'チャウジナ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
